Affiliation,PIs,Cancer type 
"PRINCIPAL_INVESTIGATOR, Ronald E Gress, M.D., National Cancer Institute (NCI)","Ronald E Gress, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Mary Disis, Fred Hutchinson Cancer Research Center/University of Washington Cancer Consortium",Mary Disis,Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Trials, Hoffmann-La Roche",Clinical Trials,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Gilbert Ferretti, MD, PhD, University Hospital, Grenoble","Gilbert Ferretti, MD, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Chao H Huang, MD, FACP, University of Kansas Medical Center","Chao H Huang, MD, FACP",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Chung-man James Ho, The University of Hong Kong",Chung-man James Ho,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Gary Cutter, PhD, University of Alabama at Birmingham School of Public Health, Department of Biostatistics|   PRINCIPAL_INVESTIGATOR, Gil Wolfe, MD, University of Buffalo, Jacobs School of Medicine and Biomedical Sciences|   PRINCIPAL_INVESTIGATOR, Henry Kaminski, MD, George Washington University School of Medicine and Health Sciences","Gary Cutter, PhD| Gil Wolfe, MD| Henry Kaminski, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Joo-Hang Kim, MD, Yonsei University","Joo-Hang Kim, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Trials, Hoffmann-La Roche",Clinical Trials,Lung cancer (Completed)
"STUDY_CHAIR, Derick H. Lau, MD, University of California, Davis","Derick H. Lau, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Vassilis Georgoulias, MD, University Hospital of Crete|   PRINCIPAL_INVESTIGATOR, Athanasios Pallis, MD, University Hospital of Crete","Vassilis Georgoulias, MD| Athanasios Pallis, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Yuankai Shi, Ph.D, Cancer Institute and Hospital, Chinese Academy of Medical Sciences","Yuankai Shi, Ph.D",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, PJ Devereaux, MD, PhD, Hamilton Health Sciences Corporation","PJ Devereaux, MD, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Dirk De Ruysscher, MD,PhD, MAASTRO clinic, Maastricht Radiation Oncology","Dirk De Ruysscher, MD,PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Anne M Traynor, M.D., University of Wisconsin, Madison","Anne M Traynor, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Joel Gelfand, MD MSCE, University of Pennsylvania","Joel Gelfand, MD MSCE",Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Trials, Hoffmann-La Roche",Clinical Trials,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Jaime Landman, MD, University of California, Irvine","Jaime Landman, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, luhua Wang, MD, Department of Radiation Oncology, Cancer Hospital & Institution, CAMS & PUMC","luhua Wang, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, WAI YEUNG KWONG, PhD, DreamTec Research Limited","WAI YEUNG KWONG, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Jenny T. Mao, MD, Jonsson Comprehensive Cancer Center","Jenny T. Mao, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Michael Meyers, MD, PhD, Syndax Pharmaceuticals","Michael Meyers, MD, PhD",Lung cancer (Completed)
"STUDY_DIRECTOR, Bristol Myers Squibb, Bristol-Myers Squibb",Bristol Myers Squibb,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Anastasios Stathis, Prof., IOSI Sponsor Unit","Anastasios Stathis, Prof.",Lung cancer (Completed)
"STUDY_DIRECTOR, Bayer Study Director, Bayer",Bayer Study Director,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Brenda Sandmaier, Fred Hutchinson Cancer Research Center/University of Washington Cancer Consortium",Brenda Sandmaier,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Oscar G Arrieta Rodriguez, M.D., M.Sc., Instituto Nacional de Cancerología de México","Oscar G Arrieta Rodriguez, M.D., M.Sc.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Young Ho Yun, MD-PhD, Seoul National University Hospital","Young Ho Yun, MD-PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Virginie Westeel, Pr, Centre Hospitalier Universitaire de Besancon","Virginie Westeel, Pr",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Maria Pietanza, MD, Memorial Sloan Kettering Cancer Center","Maria Pietanza, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Tanya Trippett, MD, Memorial Sloan Kettering Cancer Center","Tanya Trippett, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Deciphera Pharmaceuticals, LLC, Deciphera Pharmaceuticals LLC","Deciphera Pharmaceuticals, LLC",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Virginia Sun, City of Hope Medical Center",Virginia Sun,Lung cancer (Completed)
"STUDY_DIRECTOR, Novartis Pharmaceuticals, Novartis Pharmaceuticals",Novartis Pharmaceuticals,Lung cancer (Completed)
"STUDY_CHAIR, L. Lacerna, MD, Novartis Pharmaceuticals","L. Lacerna, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_CHAIR, Hal W. Hirte, MD, FRCP(C), Margaret and Charles Juravinski Cancer Centre","Hal W. Hirte, MD, FRCP(C)",Lung cancer (Completed)
"STUDY_DIRECTOR, Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST), Eli Lilly and Company","Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)",Lung cancer (Completed)
"STUDY_CHAIR, Jin Soo Lee, M.D., National Cancer Center, Korea","Jin Soo Lee, M.D.",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Maurice PEROL, MD, Centre Léon Bérard - Lyon|   PRINCIPAL_INVESTIGATOR, Pierre-Jean SOUQUET, MD, PhD, Centre Hospitalier Lyon Sud","Maurice PEROL, MD| Pierre-Jean SOUQUET, MD, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Raymond Thornton, MD, Memorial Sloan Kettering Cancer Center","Raymond Thornton, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Cynthia E. Herzog, MD, M.D. Anderson Cancer Center","Cynthia E. Herzog, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Hugh Hemmings, MD, PhD, Weill Medical College of Cornell University","Hugh Hemmings, MD, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, He Huang, MD, The First Hopspital of Zhejiang Medical Colleage, Zhejiang University","He Huang, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Ramy Ibrahim, M.D., MedImmune LLC","Ramy Ibrahim, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Tone Rustøen, PhD, Oslo University Hospital","Tone Rustøen, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Shun Lu, MD, Shanghai Chest Hospital","Shun Lu, MD",Lung cancer (Completed)
"STUDY_CHAIR, Lee Schwartzberg, MD, FACP, Accelerated Community Oncology Research Network","Lee Schwartzberg, MD, FACP",Lung cancer (Completed)
"STUDY_CHAIR, David W. Wetter, PhD, MS, M.D. Anderson Cancer Center","David W. Wetter, PhD, MS",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Malcolm Brock, MD, Johns Hopkins University","Malcolm Brock, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Barbara Gitlitz, MD, University of Southern California","Barbara Gitlitz, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Pavan Reddy, MD, University of Michigan Rogel Cancer Center","Pavan Reddy, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Medical Director, Merck Sharp & Dohme LLC",Medical Director,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Raphael Bueno, MD, Brigham and Women's Hospital","Raphael Bueno, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Guy Meyer, MD, Assistance Publique - Hôpitaux de Paris","Guy Meyer, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Jae Kim, City of Hope Medical Center",Jae Kim,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Mikael Andersson, PhD, Department of Medical Sciences, Respiratory, Allergy and Sleep Research, Uppsala University","Mikael Andersson, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Jidong Jia, Doctor, Beijing Friendship Hospital","Jidong Jia, Doctor",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Nong Yang, MD, Hunan Province Tumor Hospital","Nong Yang, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_DIRECTOR, John E Leonard, PhD, Vaccinex Inc.","John E Leonard, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_DIRECTOR, Global Clinical Leader, Mallinckrodt",Global Clinical Leader,Lung cancer (Completed)
"STUDY_DIRECTOR, Medical Responsible, Merck KGaA, Darmstadt, Germany",Medical Responsible,Lung cancer (Completed)
"STUDY_DIRECTOR, Janssen Research & Development, LLC Clinical Trial, Janssen Research & Development, LLC","Janssen Research & Development, LLC Clinical Trial",Lung cancer (Completed)
"STUDY_CHAIR, Jean-Bernard AULIAC, Dr, Créteil -CHI|   STUDY_CHAIR, Aurélie SWALDUZ, Dr, Lyon - CLCC","Jean-Bernard AULIAC, Dr| Aurélie SWALDUZ, Dr",Lung cancer (Completed)
"STUDY_DIRECTOR, Karl Mettinger, MD, PhD, Oncolytics Biotech","Karl Mettinger, MD, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Jianggang Song, M.D., Shuguang Hospital Affiliated to Shanghai University of TCM","Jianggang Song, M.D.",Lung cancer (Completed)
"STUDY_CHAIR, Gregory A. Masters, MD, Robert H. Lurie Cancer Center","Gregory A. Masters, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Hernando Gaitán, MD, Universidad Nacional de Colombia","Hernando Gaitán, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Scot C. Remick, MD, Ireland Cancer Center at University Hospitals Case Medical Center, Case Comprehensive Cancer Center","Scot C. Remick, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Nasser K Altorki, MD, Weill Medical College of Cornell University","Nasser K Altorki, MD",Lung cancer (Completed)
"STUDY_CHAIR, Thomas Pabst, Prof Dr. med, Department for Medical Oncology University Hospital/Inselspital|   PRINCIPAL_INVESTIGATOR, Felix Keil, Prim. Univ. Prof. Dr, Hanusch Krankenhaus Wien","Thomas Pabst, Prof Dr. med| Felix Keil, Prim. Univ. Prof. Dr",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Donna Shelley, MD MPH, NYU School of Medicine","Donna Shelley, MD MPH",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Charles Simone, MD, Abramson Cancer Center at Penn Medicine","Charles Simone, MD",Lung cancer (Completed)
"STUDY_CHAIR, Patrick Forde, MD, John Hopkins","Patrick Forde, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, DESALBRES, ASSISTANCE PUBLIQUE HÔPITAUX DE MARSEILLE",DESALBRES,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, David Jackman, MD, Dana-Farber Cancer Institute","David Jackman, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Joan Bailey-Wilson, Ph.D., National Human Genome Research Institute (NHGRI)","Joan Bailey-Wilson, Ph.D.",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Trials, Hoffmann-La Roche",Clinical Trials,Lung cancer (Completed)
"STUDY_DIRECTOR, Novartis Pharmaceuticals, Novartis Pharmaceuticals",Novartis Pharmaceuticals,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Kelly Irwin, MD, Massachusetts General Hospital","Kelly Irwin, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Vincent Cottin, MD, University of Lyon","Vincent Cottin, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST), Eli Lilly and Company","Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)",Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Trial Management, Regeneron Pharmaceuticals",Clinical Trial Management,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Charles Rudin, University of Chicago Comprehensive Cancer Center",Charles Rudin,Lung cancer (Completed)
"STUDY_DIRECTOR, Sung Yong Oh, M.D.,Ph.D., Onclogy Division, Dong-A University Hospital","Sung Yong Oh, M.D.,Ph.D.",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Konstantinos Syrigos, Prof., Oncology Unit, Athens University School of Medicine,","Konstantinos Syrigos, Prof.",Lung cancer (Completed)
"STUDY_DIRECTOR, AstraZeneca Australia Medical Director, MD, AstraZeneca","AstraZeneca Australia Medical Director, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Antonius Miller, Cancer and Leukemia Group B",Antonius Miller,Lung cancer (Completed)
"STUDY_DIRECTOR, William McCulloch, M.D., Syndax Pharmaceuticals|   PRINCIPAL_INVESTIGATOR, Howard A Burris, M.D., Tennessee Oncology, PLLC","William McCulloch, M.D.| Howard A Burris, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Kathryn M Schmitz, PhD, Penn State College of Medicine Hershey|   PRINCIPAL_INVESTIGATOR, Joachim Wiskemann, PhD, National Center for Tumor Diseases, Heidelberg","Kathryn M Schmitz, PhD| Joachim Wiskemann, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Nico vanZandwijk, PhD, University of Sydney","Nico vanZandwijk, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Thomas C. Shea, MD, UNC Lineberger Comprehensive Cancer Center","Thomas C. Shea, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, GSK Clinical Trials, MD, GlaxoSmithKline","GSK Clinical Trials, MD",Lung cancer (Completed)
"STUDY_CHAIR, Deepak M. Sahasrabudhe, MD, James P. Wilmot Cancer Center","Deepak M. Sahasrabudhe, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Medical Director, Merck Sharp & Dohme LLC",Medical Director,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Giuseppe Rossi, MD, Spedali Civili di Brescia|   PRINCIPAL_INVESTIGATOR, Chiara Cattaneo, Spedali Civili di Brescia","Giuseppe Rossi, MD| Chiara Cattaneo",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Wenhua chen, Fujian Medical University Union Hospital",Wenhua chen,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Elyse Park, Ph.D., MGH","Elyse Park, Ph.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Laurie McLouth, PhD, University of Kentucky","Laurie McLouth, PhD",Lung cancer (Completed)
"STUDY_CHAIR, Alison O'Neill, MD, Surface Oncology","Alison O'Neill, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Trials, Hoffmann-La Roche",Clinical Trials,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_DIRECTOR, Johnson & Johnson Taiwan, Ltd. Clinical Trial, Johnson & Johnson Taiwan Ltd","Johnson & Johnson Taiwan, Ltd. Clinical Trial",Lung cancer (Completed)
"STUDY_DIRECTOR, ABBVIE INC., AbbVie",ABBVIE INC.,Lung cancer (Completed)
"STUDY_DIRECTOR, Stephen P Anthony, DO, Sumitomo Pharma America, Inc.","Stephen P Anthony, DO",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Robert D. Timmerman, MD, Simmons Cancer Center|   STUDY_CHAIR, Elizabeth M. Gore, MD, Medical College of Wisconsin|   STUDY_CHAIR, Harvey I. Pass, MD, NYU Langone Health|   STUDY_CHAIR, Martin J. Edelman, MD, University of Maryland Greenebaum Cancer Center","Robert D. Timmerman, MD| Elizabeth M. Gore, MD| Harvey I. Pass, MD| Martin J. Edelman, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Benjamin Thompson, MD, PhD, Xencor, Inc.","Benjamin Thompson, MD, PhD",Lung cancer (Completed)
"STUDY_CHAIR, Patrick J. Creaven, MBBS, PhD, Roswell Park Cancer Institute","Patrick J. Creaven, MBBS, PhD",Lung cancer (Completed)
"STUDY_DIRECTOR, Medical Monitor, Agensys, Inc.",Medical Monitor,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Minocher M Battiwalla, M.D., National Heart, Lung, and Blood Institute (NHLBI)","Minocher M Battiwalla, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, LENAIG LE CLECH, PhD, Centre Hospitalier de Quimper Cornouaille","LENAIG LE CLECH, PhD",Lung cancer (Completed)
"STUDY_CHAIR, Claudia Valverde, MD, Hospitals de la Vall de Hebron|   PRINCIPAL_INVESTIGATOR, Bernd Kasper, MD, University Medical Centre Mannheim","Claudia Valverde, MD| Bernd Kasper, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Tracy M. Frech, MD MS, VA Salt Lake City Health Care System, Salt Lake City, UT","Tracy M. Frech, MD MS",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Pierre Vera, MD, PhD, Centre Henri Becquerel","Pierre Vera, MD, PhD",Lung cancer (Completed)
"STUDY_CHAIR, Lakshmi Rajdev, M.D., Montefiore Medical Center","Lakshmi Rajdev, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Melissa Geller, MD, MS, Masonic Cancer Center, University of Minnesota","Melissa Geller, MD, MS",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Jing Li, M.D. Anderson Cancer Center",Jing Li,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Thanh Cheng, MD, Hope Biosciences Stem Cell Research Foundation","Thanh Cheng, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Crystal Denlinger, MD, Fox Chase Cancer Center","Crystal Denlinger, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Pfizer CT.gov Call Center, Pfizer",Pfizer CT.gov Call Center,Lung cancer (Completed)
"STUDY_DIRECTOR, Wei Shi, Jiangsu Hengrui Pharmaceuticals Co.,Ltd",Wei Shi,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Arkadiusz Dudek, MD, Masonic Cancer Center, University of Minnesota","Arkadiusz Dudek, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Keunchil Park, Samsung Medical Center",Keunchil Park,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Morten Scheibye-Knudsen, MD/DMSc(PhD), University of Copenhagen","Morten Scheibye-Knudsen, MD/DMSc(PhD)",Lung cancer (Completed)
"STUDY_DIRECTOR, Bristol-Myers Squibb, Bristol-Myers Squibb",Bristol-Myers Squibb,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, John Koreth, MBBS, D.Phil, Dana-Farber Cancer Institute","John Koreth, MBBS, D.Phil",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Claudio Bassi, MD, Università degli studi di Verona","Claudio Bassi, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Natasha Leighl, MD FRCPC, University Health Network, Toronto|   PRINCIPAL_INVESTIGATOR, Thomas Waddell, MD FRCSC, University Health Network, Toronto","Natasha Leighl, MD FRCPC| Thomas Waddell, MD FRCSC",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_CHAIR, Zheng Cui, PhD, Wake Forest University Health Sciences","Zheng Cui, PhD",Lung cancer (Completed)
"STUDY_DIRECTOR, Pfizer CT.gov Call Center, Pfizer",Pfizer CT.gov Call Center,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Jon C Tilburt, MD, MPH, Mayo Clinic","Jon C Tilburt, MD, MPH",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Eneida Nemecek, MD, OHSU Knight Cancer Institute","Eneida Nemecek, MD",Lung cancer (Completed)
"STUDY_CHAIR, Eva Szabo, MD, National Cancer Institute (NCI)","Eva Szabo, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Young-Kug Kim, M.D., Ph.D, Asan Medical Center","Young-Kug Kim, M.D., Ph.D",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Pasquale Comella, MD, National Tumor Institute, Naples, Italy","Pasquale Comella, MD",Lung cancer (Completed)
"STUDY_CHAIR, Sherif S. Farag, MD, PhD, Ohio State University","Sherif S. Farag, MD, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Paul Okunieff, MD, University of Florida","Paul Okunieff, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Patrick Yeni, MD, PHD, Assistance Publique - Hôpitaux de Paris","Patrick Yeni, MD, PHD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Randall Urban, MD, University of Texas","Randall Urban, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, María Sereno Moyano, Medicine, Fundación Investigación E Innovación Biomédica Hospital Universitario Infanta Sofia-Henares","María Sereno Moyano, Medicine",Lung cancer (Completed)
"STUDY_DIRECTOR, GSK Clinical Trials, GlaxoSmithKline",GSK Clinical Trials,Lung cancer (Completed)
"STUDY_DIRECTOR, Zhao Jun, The First Affiliated Hospital of Soochow University|   PRINCIPAL_INVESTIGATOR, Cui zihan, The First Affiliated Hospital of Soochow University",Zhao Jun| Cui zihan,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, David Maloney, Fred Hutchinson Cancer Research Center/University of Washington Cancer Consortium",David Maloney,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Ana Ventuneac, PhD, Icahn School of Medicine at Mount Sinai","Ana Ventuneac, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Juergen Wolf, Prof., University Hospital of Cologne","Juergen Wolf, Prof.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Erika P. Hamilton, M.D., SCRI Development Innovations, LLC","Erika P. Hamilton, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Rangasamy Ramanathan, MD, Division of Neonatology, Department of Pediatrics, LAC+USC Medical Center and Good Samaritan Hospital, Keck School of Medicine of USC, Los Angeles, CA, USA","Rangasamy Ramanathan, MD",Lung cancer (Completed)
